id,title,funder,source,url,description,deadline,amount_max,currency,country,region,relevance,fetched_at
3942cd276eca,Chamada – Zayed Sustainability Prize 2027,,capta.org.br,https://capta.org.br/oportunidades/chamada-zayed-sustainability-prize-2027/,"O Zayed Sustainability Prize, afiliado à Erth Zayed Philanthropies, abriu as inscrições para o ciclo de 2027 com um fundo ampliado de US$ 7,2 milhões. O prêmio reconhece pequenas e médias empresas, organizações sem fins lucrativos e escolas de ensino médio que desenvolvem soluções sustentáveis e inovadoras. O prêmio já impactou mais de 400 milhões de pessoas ao longo de 18 edições, ampliando o acesso a energia limpa, água, alimentos, saúde e fortalecendo a resiliência climática. As inscrições estão abertas para seis categorias: Saúde, Alimentação, Energia, Água, Ação Climática e Escolas de Ens",2026-07-15,,,BR,,18,2026-06-30T23:50:11.803735+00:00
40215b9d22c2,VBIO em busca de projetos,,capta.org.br,https://capta.org.br/oportunidades/vbio-em-busca-de-projetos/,"VBIO A VBIO é uma plataforma online que auxilia organizações na captação e destinação de recursos para projetos da biodiversidade brasileira. Podem se candidatar iniciativas focadas em temáticas como segurança alimentar, agricultura regenerativa, qualificação profissional de agricultores familiares e agroextrativistas, produtividade agrícola e geração de renda. Região: todo o Brasil Inscrições: contínuas Edital: VBIO em busca de projetos",,,,BR,,18,2026-06-30T23:50:11.818534+00:00
e0d84be824eb,Fundo de Inovação Global,,capta.org.br,https://capta.org.br/oportunidades/fundo-de-inovacao-global/,"Fundo de Inovação Global O Fundo de Inovação Global recebe propostas a qualquer momento de soluções inovadoras que abordem os principais desafios do desenvolvimento, principalmente para grupos pobres e vulneráveis. O financiamento varia de £ 30 mil a £ 10 milhões de libras. Os temas apoiados são meio ambiente, assistência social, cultura e artes, desenvolvimento comunitário, dentre outros. É possível visitar o website do Fundo em português, porém a submissão das propostas deve ser feita em língua inglesa. Região: todo o Brasil Inscrições: contínuas Edital: Edital Contínuo Fundo de Inovação Glo",,,,BR,,16,2026-06-30T23:50:11.825229+00:00
a91470f1e150,Prosas Editais,,capta.org.br,https://capta.org.br/oportunidades/prosas-editais/,"Prosas A plataforma Prosas é um espaço digital que facilita a conexão entre instituições que promovem editais de apoio e financiamento a projetos sociais e as organizações que buscam essas oportunidades. A Prosas organiza editais públicos e privados em áreas como cultura, educação, saúde, meio ambiente, desenvolvimento social, etc. oferecendo um ambiente unificado para divulgação, inscrição e acompanhamento de projetos. Ela também permite que os interessados em participar dos editais monitorem prazos, critérios de elegibilidade e orientações para cada edital. Quase que diariamente essa platafo",,,,BR,,14,2026-06-30T23:50:11.805656+00:00
1ab89122478f,Acelen Incentiva,,capta.org.br,https://capta.org.br/oportunidades/acelen-incentiva/,"Acelen O edital Acelen Incentiva , lançado pela Acelen, tem como objetivo apoiar ações alinhadas com as estratégias de ESG e de Comunicação da empresa, contribuindo para a melhoria do meio ambiente e do futuro das comunidades. As propostas devem abordar temas como conservação da água, educação, segurança alimentar e promoção do setor de atuação da empresa. O edital possui abrangência em todo o estado da Bahia, com prioridade para projetos nas comunidades do entorno da Refinaria de Mataripe. Não há valores especificados. As inscrições estão abertas de forma contínua. Região: todo o estado da Ba",,,,BR,,14,2026-06-30T23:50:11.809354+00:00
b0e71bb90cf7,Patrocínios Instituto Claro,,capta.org.br,https://capta.org.br/oportunidades/patrocinios-instituto-claro/,"Instituto Claro O edital “Patrocínios Instituto Claro”, lançado pelo Instituto Claro, tem como objetivo apoiar projetos que promovam impacto social e ambiental, proporcionando entretenimento, conteúdo e diversão à sociedade. As linhas temáticas incluem cultura, esporte, educação, cidadania e meio ambiente. Serão escolhidos apenas projetos aprovados pelas Leis de Incentivo Estaduais e Municipais, nas localidades onde as leis de aporte via ICMS e ISS estão vigentes. A abrangência é nacional, e as inscrições estão abertas de forma contínua. Região: todo o Brasil Inscrições: contínuas Edital: Patr",,,,BR,,12,2026-06-30T23:50:11.811297+00:00
3333fb5ff706,Fondo de Acción Urgente,,capta.org.br,https://capta.org.br/oportunidades/fondo-de-accion-urgente/,"Fundos de Ação Urgente Os Apoios de Resposta Rápida – ARRs é um modelo único de financiamento flexível e de curto prazo criado pelos Fundos de Ação Urgente, para apoiar de maneira estratégica ações que: protegem a diversidade de ativistas e suas organizações, quando elas estão em risco ou ameaçadas por seu trabalho na defesa dos Direitos Humanos e do território e da natureza; ou que atuem pela defesa e promoção dos direitos das mulheres e das pessoas LBTIQ+, estabelecendo precedentes legais, influenciando políticas e/ou promover mudanças nas práticas sociais ou culturais. A ação deve ser imple",,,,BR,,12,2026-06-30T23:50:11.819544+00:00
ff0a511b7b46,Waitt Foundation,,capta.org.br,https://capta.org.br/oportunidades/waitt-foundation/,"Waitt Foundation A Waitt Foundation, por meio de um programa de pequenas doações, apoia projetos que visem a conservação dos oceanos. O objetivo é dar suporte a ONGs e pesquisadores ligados a instituições acadêmicas, com iniciativas locais ligadas à pesca e a sustentabilidade. Serão atendidas propostas orçadas em até U$ 10 mil, no entanto, a fundação informa que irá considerar ainda, projetos de até U$ 15 mil. As áreas de foco do programa são: Pesquisa Científica – o que engloba ciência natural e social; Política – projetos que tenham base em políticas públicas; Gestão – englobando tanto a exe",,,,BR,,12,2026-06-30T23:50:11.829916+00:00
f49613013358,Edital de Concurso nº 01/2026 – Brasil Arquivos,,capta.org.br,https://capta.org.br/oportunidades/edital-de-concurso-no-01-2026-brasil-arquivos/,"Programa Pró-Memórias | Instituto Galo da Manhã O Edital Brasil Arquivos apoia projetos de preservação, organização, digitalização e difusão de acervos arquivísticos. Além disso, a iniciativa busca fortalecer a memória brasileira por meio da salvaguarda de documentos de interesse histórico, cultural e comunitário. Nesse sentido, o edital incentiva propostas de movimentos sociais, coletivos, instituições culturais, universidades, fundações, centros de memória e acervos de interesse público. Também apoia ações de diagnóstico, tratamento técnico, preservação, digitalização e criação de repositóri",2026-02-08,,,BR,,10,2026-06-30T23:50:11.800730+00:00
eaf4ccf01078,Chamada de Projeto – IACP 2025,,capta.org.br,https://capta.org.br/oportunidades/chamada-de-projeto-iacp-2025/,"Chamada de Projeto – IACP 2025 O Instituto ACP está com inscrições abertas para a Chamada de Projeto – IACP 2025, que tem como objetivo apoiar iniciativas voltadas ao fortalecimento e desenvolvimento institucional de organizações da sociedade civil (OSCs) em todo o Brasil. Os projetos devem ser co-financiados e podem assumir diversos formatos, como campanhas, eventos, cursos, negócios de impacto social, pesquisas ou plataformas. Outros formatos também podem ser propostos, desde que devidamente justificados. O valor máximo de apoio é de R$ 100.000. As inscrições permanecem abertas durante todo",,,,BR,,10,2026-06-30T23:50:11.804873+00:00
